YearEnd,LocationAbbr,State,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,Overall Public School Rank 2021,Higher Ed Quality 2021,School Safety Rank 2021,Ranking Level,Higher Ed Ranking Level
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,261.8,261.8,255.6,268.1,Sex,Female,1,CVD,CVD09,CRDRATE,SEX,SEXF,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,12.0,12.0,8.1,17.3,Race/Ethnicity,Hispanic,1,CVD,CVD08,CRDRATE,RACE,HIS,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,119.8,119.8,115.5,124.1,Sex,Male,1,CVD,CVD08,AGEADJRATE,SEX,SEXM,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,37.2,37.2,22.4,58.1,Race/Ethnicity,"Asian, non-Hispanic",1,CVD,CVD07,AGEADJRATE,RACE,ASN,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,70.2,70.2,67.0,73.4,Sex,Female,1,CVD,CVD07,CRDRATE,SEX,SEXF,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,82.5,82.5,56.0,117.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",1,CVD,CVD09,AGEADJRATE,RACE,AIAN,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,313.2,313.2,306.2,320.2,Sex,Male,1,CVD,CVD09,AGEADJRATE,SEX,SEXM,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,193.7,193.7,189.0,198.3,Sex,Female,1,CVD,CVD09,AGEADJRATE,SEX,SEXF,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,257.2,257.2,248.5,266.0,Age,Age 45-64,1,CVD,CVD09,CRDRATE,AGE,AGE4564,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,3.1,3.1,2.5,3.8,Age,Age 0-44,1,CVD,CVD07,CRDRATE,AGE,AGE0_44,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,66.7,66.7,64.4,68.9,Overall,Overall,1,CVD,CVD07,CRDRATE,OVERALL,OVR,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,64.6,64.6,49.8,82.3,Race/Ethnicity,Hispanic,1,CVD,CVD09,AGEADJRATE,RACE,HIS,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,51.4,51.4,49.0,53.8,Sex,Female,1,CVD,CVD07,AGEADJRATE,SEX,SEXF,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,117.2,117.2,80.7,164.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",1,CVD,CVD09,CRDRATE,RACE,AIAN,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,104.6,104.6,101.8,107.4,Overall,Overall,1,CVD,CVD08,CRDRATE,OVERALL,OVR,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,276.9,276.9,267.6,286.3,Race/Ethnicity,"Black, non-Hispanic",1,CVD,CVD09,AGEADJRATE,RACE,BLK,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,63.0,63.0,59.8,66.1,Sex,Male,1,CVD,CVD07,CRDRATE,SEX,SEXM,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,307.0,307.0,295.5,318.6,Age,Age >=65,1,CVD,CVD07,CRDRATE,AGE,AGE65P,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,54.9,54.9,53.0,56.8,Overall,Overall,1,CVD,CVD07,AGEADJRATE,OVERALL,OVR,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,1261.3,1261.3,1238.0,1284.7,Age,Age >=65,1,CVD,CVD09,CRDRATE,AGE,AGE65P,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,31.5,31.5,24.8,39.4,Race/Ethnicity,Hispanic,1,CVD,CVD09,CRDRATE,RACE,HIS,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,96.2,96.2,90.9,101.6,Age,Age 45-64,1,CVD,CVD08,CRDRATE,AGE,AGE4564,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,50.0,50.0,35.4,68.6,Race/Ethnicity,"Asian, non-Hispanic",1,CVD,CVD09,CRDRATE,RACE,ASN,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,84.6,84.6,82.3,87.0,Overall,Overall,1,CVD,CVD08,AGEADJRATE,OVERALL,OVR,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,342.6,342.6,335.3,349.9,Sex,Male,1,CVD,CVD09,CRDRATE,SEX,SEXM,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,26.3,26.3,16.1,40.6,Race/Ethnicity,"Asian, non-Hispanic",1,CVD,CVD07,CRDRATE,RACE,ASN,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,70.1,70.1,65.4,74.9,Race/Ethnicity,"Black, non-Hispanic",1,CVD,CVD07,AGEADJRATE,RACE,BLK,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,86.5,86.5,81.5,91.5,Race/Ethnicity,"Black, non-Hispanic",1,CVD,CVD08,CRDRATE,RACE,BLK,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,435.1,435.1,421.4,448.8,Age,Age >=65,1,CVD,CVD08,CRDRATE,AGE,AGE65P,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,10.8,10.8,7.0,15.8,Race/Ethnicity,Hispanic,1,CVD,CVD07,CRDRATE,RACE,HIS,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,247.3,247.3,242.7,252.0,Race/Ethnicity,"White, non-Hispanic",1,CVD,CVD09,AGEADJRATE,RACE,WHT,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,301.1,301.1,296.3,305.8,Overall,Overall,1,CVD,CVD09,CRDRATE,OVERALL,OVR,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,123.8,123.8,120.0,127.6,Race/Ethnicity,"White, non-Hispanic",1,CVD,CVD08,CRDRATE,RACE,WHT,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,41.9,41.9,38.4,45.5,Age,Age 45-64,1,CVD,CVD07,CRDRATE,AGE,AGE4564,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,133.2,133.2,128.6,137.8,Sex,Male,1,CVD,CVD08,CRDRATE,SEX,SEXM,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,56.7,56.7,54.2,59.2,Sex,Female,1,CVD,CVD08,AGEADJRATE,SEX,SEXF,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,346.7,346.7,340.3,353.1,Race/Ethnicity,"White, non-Hispanic",1,CVD,CVD09,CRDRATE,RACE,WHT,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,66.8,66.8,62.4,71.1,Race/Ethnicity,"Black, non-Hispanic",1,CVD,CVD07,CRDRATE,RACE,BLK,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,22.3,22.3,14.6,32.7,Race/Ethnicity,Hispanic,1,CVD,CVD08,AGEADJRATE,RACE,HIS,44,46,17,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,146.0,146.0,144.3,147.6,Sex,Female,6,CVD,CVD09,CRDRATE,SEX,SEXF,37,38,32,Middle,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,28.7,28.7,22.4,36.1,Race/Ethnicity,Hispanic,5,CVD,CVD09,CRDRATE,RACE,HIS,42,39,51,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,45.8,45.8,44.2,47.3,Overall,Overall,4,CVD,CVD07,CRDRATE,OVERALL,OVR,49,50,31,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,118.5,118.5,116.9,120.0,Sex,Male,6,CVD,CVD08,CRDRATE,SEX,SEXM,37,38,32,Middle,Bottom 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,42.8,42.8,35.5,50.1,Sex,Female,2,CVD,CVD08,AGEADJRATE,SEX,SEXF,48,50,34,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,42.4,42.4,33.3,53.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",6,CVD,CVD07,AGEADJRATE,RACE,AIAN,37,38,32,Middle,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,1.5,1.5,1.1,1.9,Age,Age 0-44,4,CVD,CVD07,CRDRATE,AGE,AGE0_44,49,50,31,Bottom 10,Bottom 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,243.2,243.2,207.0,279.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2,CVD,CVD09,AGEADJRATE,RACE,AIAN,48,50,34,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,35.6,35.6,33.8,37.4,Sex,Male,4,CVD,CVD07,AGEADJRATE,SEX,SEXM,49,50,31,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,144.3,144.3,115.4,173.3,Race/Ethnicity,"Multiracial, non-Hispanic",4,CVD,CVD09,AGEADJRATE,RACE,MRC,49,50,31,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,112.8,112.8,110.1,115.5,Race/Ethnicity,"Asian, non-Hispanic",6,CVD,CVD09,CRDRATE,RACE,ASN,37,38,32,Middle,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,68.0,68.0,63.9,72.1,Sex,Female,5,CVD,CVD07,CRDRATE,SEX,SEXF,42,39,51,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,187.8,187.8,185.8,189.7,Sex,Male,6,CVD,CVD09,CRDRATE,SEX,SEXM,37,38,32,Middle,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,66.2,66.2,58.1,74.4,Race/Ethnicity,"Black, non-Hispanic",5,CVD,CVD07,AGEADJRATE,RACE,BLK,42,39,51,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,57.6,57.6,55.9,59.3,Race/Ethnicity,"Asian, non-Hispanic",6,CVD,CVD08,AGEADJRATE,RACE,ASN,37,38,32,Middle,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,9.9,9.9,6.4,14.7,Race/Ethnicity,Hispanic,5,CVD,CVD07,CRDRATE,RACE,HIS,42,39,51,Bottom 10,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,49.3,49.3,45.8,52.8,Sex,Male,5,CVD,CVD07,AGEADJRATE,SEX,SEXM,42,39,51,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,196.4,196.4,178.5,214.3,Race/Ethnicity,"Black, non-Hispanic",4,CVD,CVD09,AGEADJRATE,RACE,BLK,49,50,31,Bottom 10,Bottom 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,28.9,28.9,23.5,34.3,Sex,Male,2,CVD,CVD07,CRDRATE,SEX,SEXM,48,50,34,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,43.2,43.2,42.2,44.1,Sex,Male,6,CVD,CVD07,AGEADJRATE,SEX,SEXM,37,38,32,Middle,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,94.9,94.9,90.6,99.1,Sex,Female,5,CVD,CVD08,AGEADJRATE,SEX,SEXF,42,39,51,Bottom 10,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,40.2,40.2,35.7,44.8,Age,Age 45-64,5,CVD,CVD07,CRDRATE,AGE,AGE4564,42,39,51,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,161.2,161.2,159.1,163.3,Race/Ethnicity,"White, non-Hispanic",6,CVD,CVD08,CRDRATE,RACE,WHT,37,38,32,Middle,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,15.3,15.3,9.9,22.6,Race/Ethnicity,"Multiracial, non-Hispanic",4,CVD,CVD07,CRDRATE,RACE,MRC,49,50,31,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,97.6,97.6,96.6,98.6,Overall,Overall,6,CVD,CVD08,CRDRATE,OVERALL,OVR,37,38,32,Middle,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,2.9,2.9,2.4,3.4,Age,Age 0-44,4,CVD,CVD08,CRDRATE,AGE,AGE0_44,49,50,31,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,219.1,219.1,195.2,243.0,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",6,CVD,CVD09,CRDRATE,RACE,HAPI,37,38,32,Middle,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,74.6,74.6,72.9,76.4,Race/Ethnicity,Hispanic,6,CVD,CVD08,AGEADJRATE,RACE,HIS,37,38,32,Middle,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,143.9,143.9,138.9,148.9,Race/Ethnicity,"Black, non-Hispanic",6,CVD,CVD08,CRDRATE,RACE,BLK,37,38,32,Middle,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,29.0,29.0,23.0,36.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",4,CVD,CVD07,CRDRATE,RACE,AIAN,49,50,31,Bottom 10,Bottom 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,42.3,42.3,36.8,47.8,Overall,Overall,2,CVD,CVD07,AGEADJRATE,OVERALL,OVR,48,50,34,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,124.0,124.0,120.6,127.3,Sex,Male,4,CVD,CVD08,AGEADJRATE,SEX,SEXM,49,50,31,Bottom 10,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,133.8,133.8,130.0,137.5,Overall,Overall,5,CVD,CVD08,AGEADJRATE,OVERALL,OVR,42,39,51,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,90.5,90.5,69.2,116.2,Race/Ethnicity,"Multiracial, non-Hispanic",4,CVD,CVD08,AGEADJRATE,RACE,MRC,49,50,31,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,79.1,79.1,77.7,80.5,Race/Ethnicity,Hispanic,6,CVD,CVD09,CRDRATE,RACE,HIS,37,38,32,Middle,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,246.1,246.1,238.2,254.0,Sex,Female,5,CVD,CVD09,CRDRATE,SEX,SEXF,42,39,51,Bottom 10,Bottom 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,104.5,104.5,93.7,115.2,Sex,Female,2,CVD,CVD09,CRDRATE,SEX,SEXF,48,50,34,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,62.7,62.7,60.2,65.2,Race/Ethnicity,"White, non-Hispanic",4,CVD,CVD07,CRDRATE,RACE,WHT,49,50,31,Bottom 10,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,130.0,130.0,124.3,135.7,Sex,Female,5,CVD,CVD08,CRDRATE,SEX,SEXF,42,39,51,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,2.4,2.4,2.2,2.6,Age,Age 0-44,6,CVD,CVD08,CRDRATE,AGE,AGE0_44,37,38,32,Middle,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,54.3,54.3,43.0,67.5,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",6,CVD,CVD07,CRDRATE,RACE,HAPI,37,38,32,Middle,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,89.9,89.9,87.8,92.1,Race/Ethnicity,"Asian, non-Hispanic",6,CVD,CVD09,AGEADJRATE,RACE,ASN,37,38,32,Middle,Bottom 25
