YearEnd,LocationAbbr,State,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,Overall Public School Rank 2021,Higher Ed Quality 2021,School Safety Rank 2021,Ranking Level,Higher Ed Ranking Level
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,57.6,57.6,55.9,59.3,Race/Ethnicity,"Asian, non-Hispanic",6,CVD,CVD08,AGEADJRATE,RACE,ASN,37,38,32,Middle,Bottom 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,44.5,44.5,37.5,51.6,Race/Ethnicity,Hispanic,9,CVD,CVD08,AGEADJRATE,RACE,HIS,2,2,19,Top 10,Top 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,49.3,49.3,45.8,52.8,Sex,Male,5,CVD,CVD07,AGEADJRATE,SEX,SEXM,42,39,51,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,196.4,196.4,178.5,214.3,Race/Ethnicity,"Black, non-Hispanic",4,CVD,CVD09,AGEADJRATE,RACE,BLK,49,50,31,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,43.2,43.2,42.2,44.1,Sex,Male,6,CVD,CVD07,AGEADJRATE,SEX,SEXM,37,38,32,Middle,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,94.9,94.9,90.6,99.1,Sex,Female,5,CVD,CVD08,AGEADJRATE,SEX,SEXF,42,39,51,Bottom 10,Bottom 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,177.6,177.6,171.7,183.5,Sex,Male,9,CVD,CVD09,AGEADJRATE,SEX,SEXM,2,2,19,Top 10,Top 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,32.6,32.6,28.2,37.0,Race/Ethnicity,Hispanic,8,CVD,CVD07,AGEADJRATE,RACE,HIS,17,17,27,Middle,Top 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,162.7,162.7,155.7,169.7,Overall,Overall,10,CVD,CVD09,AGEADJRATE,OVERALL,OVR,9,15,2,Top 10,Top 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,54.0,54.0,35.3,79.1,Race/Ethnicity,"Multiracial, non-Hispanic",8,CVD,CVD09,AGEADJRATE,RACE,MRC,17,17,27,Middle,Top 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,74.6,74.6,72.9,76.4,Race/Ethnicity,Hispanic,6,CVD,CVD08,AGEADJRATE,RACE,HIS,37,38,32,Middle,Bottom 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,28.9,28.9,27.2,30.6,Race/Ethnicity,"White, non-Hispanic",9,CVD,CVD07,AGEADJRATE,RACE,WHT,2,2,19,Top 10,Top 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,42.3,42.3,36.8,47.8,Overall,Overall,2,CVD,CVD07,AGEADJRATE,OVERALL,OVR,48,50,34,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,124.0,124.0,120.6,127.3,Sex,Male,4,CVD,CVD08,AGEADJRATE,SEX,SEXM,49,50,31,Bottom 10,Bottom 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,83.2,83.2,70.8,95.5,Race/Ethnicity,"Black, non-Hispanic",10,CVD,CVD08,AGEADJRATE,RACE,BLK,9,15,2,Top 10,Top 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,133.8,133.8,130.0,137.5,Overall,Overall,5,CVD,CVD08,AGEADJRATE,OVERALL,OVR,42,39,51,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,90.5,90.5,69.2,116.2,Race/Ethnicity,"Multiracial, non-Hispanic",4,CVD,CVD08,AGEADJRATE,RACE,MRC,49,50,31,Bottom 10,Bottom 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,68.4,68.4,56.9,80.0,Race/Ethnicity,"Black, non-Hispanic",10,CVD,CVD07,AGEADJRATE,RACE,BLK,9,15,2,Top 10,Top 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,89.9,89.9,87.8,92.1,Race/Ethnicity,"Asian, non-Hispanic",6,CVD,CVD09,AGEADJRATE,RACE,ASN,37,38,32,Middle,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,135.1,135.1,132.1,138.1,Overall,Overall,8,CVD,CVD09,AGEADJRATE,OVERALL,OVR,17,17,27,Middle,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,32.1,32.1,22.9,43.7,Race/Ethnicity,"Asian, non-Hispanic",9,CVD,CVD08,AGEADJRATE,RACE,ASN,2,2,19,Top 10,Top 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,94.7,94.7,92.4,97.1,Race/Ethnicity,"White, non-Hispanic",4,CVD,CVD08,AGEADJRATE,RACE,WHT,49,50,31,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,59.4,59.4,58.5,60.4,Sex,Female,6,CVD,CVD08,AGEADJRATE,SEX,SEXF,37,38,32,Middle,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,80.9,80.9,53.3,117.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",8,CVD,CVD08,AGEADJRATE,RACE,AIAN,17,17,27,Middle,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,60.4,60.4,47.4,75.8,Race/Ethnicity,"Asian, non-Hispanic",9,CVD,CVD09,AGEADJRATE,RACE,ASN,2,2,19,Top 10,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,104.7,104.7,100.9,108.4,Sex,Female,9,CVD,CVD09,AGEADJRATE,SEX,SEXF,2,2,19,Top 10,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,96.2,96.2,91.9,100.5,Sex,Male,9,CVD,CVD08,AGEADJRATE,SEX,SEXM,2,2,19,Top 10,Top 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,128.9,128.9,122.5,135.2,Race/Ethnicity,Hispanic,4,CVD,CVD09,AGEADJRATE,RACE,HIS,49,50,31,Bottom 10,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,107.2,107.2,103.6,110.7,Sex,Female,8,CVD,CVD09,AGEADJRATE,SEX,SEXF,17,17,27,Middle,Top 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,134.9,134.9,119.2,150.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",4,CVD,CVD09,AGEADJRATE,RACE,AIAN,49,50,31,Bottom 10,Bottom 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,91.2,91.2,86.0,96.4,Overall,Overall,10,CVD,CVD08,AGEADJRATE,OVERALL,OVR,9,15,2,Top 10,Top 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,65.1,65.1,40.8,98.5,Race/Ethnicity,"Asian, non-Hispanic",10,CVD,CVD09,AGEADJRATE,RACE,ASN,9,15,2,Top 10,Top 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,99.6,99.6,78.0,125.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2,CVD,CVD08,AGEADJRATE,RACE,AIAN,48,50,34,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,43.4,43.4,42.6,44.3,Race/Ethnicity,"White, non-Hispanic",6,CVD,CVD07,AGEADJRATE,RACE,WHT,37,38,32,Middle,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,62.9,62.9,60.6,65.1,Sex,Female,4,CVD,CVD08,AGEADJRATE,SEX,SEXF,49,50,31,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,123.3,123.3,120.2,126.4,Sex,Female,4,CVD,CVD09,AGEADJRATE,SEX,SEXF,49,50,31,Bottom 10,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,65.3,65.3,63.0,67.5,Race/Ethnicity,"White, non-Hispanic",8,CVD,CVD08,AGEADJRATE,RACE,WHT,17,17,27,Middle,Top 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,120.2,120.2,112.3,128.1,Sex,Female,10,CVD,CVD09,AGEADJRATE,SEX,SEXF,9,15,2,Top 10,Top 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,175.5,175.5,155.7,195.3,Race/Ethnicity,"Black, non-Hispanic",8,CVD,CVD09,AGEADJRATE,RACE,BLK,17,17,27,Middle,Top 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,54.1,54.1,48.2,60.0,Race/Ethnicity,"Multiracial, non-Hispanic",6,CVD,CVD08,AGEADJRATE,RACE,MRC,37,38,32,Middle,Bottom 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,56.5,56.5,51.9,61.2,Race/Ethnicity,"White, non-Hispanic",10,CVD,CVD07,AGEADJRATE,RACE,WHT,9,15,2,Top 10,Top 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,48.9,48.9,46.4,51.4,Race/Ethnicity,"White, non-Hispanic",5,CVD,CVD07,AGEADJRATE,RACE,WHT,42,39,51,Bottom 10,Bottom 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,68.9,68.9,61.0,76.7,Race/Ethnicity,"White, non-Hispanic",2,CVD,CVD08,AGEADJRATE,RACE,WHT,48,50,34,Bottom 10,Bottom 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,140.3,140.3,128.8,151.7,Race/Ethnicity,"White, non-Hispanic",2,CVD,CVD09,AGEADJRATE,RACE,WHT,48,50,34,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,42.1,42.1,41.5,42.7,Overall,Overall,6,CVD,CVD07,AGEADJRATE,OVERALL,OVR,37,38,32,Middle,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,136.9,136.9,133.6,140.3,Race/Ethnicity,"White, non-Hispanic",8,CVD,CVD09,AGEADJRATE,RACE,WHT,17,17,27,Middle,Top 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,103.6,103.6,91.4,115.7,Sex,Male,2,CVD,CVD08,AGEADJRATE,SEX,SEXM,48,50,34,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,112.9,112.9,111.6,114.2,Sex,Female,6,CVD,CVD09,AGEADJRATE,SEX,SEXF,37,38,32,Middle,Bottom 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,154.7,154.7,144.6,164.8,Overall,Overall,2,CVD,CVD09,AGEADJRATE,OVERALL,OVR,48,50,34,Bottom 10,Bottom 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,68.4,68.4,65.8,71.0,Race/Ethnicity,"White, non-Hispanic",9,CVD,CVD08,AGEADJRATE,RACE,WHT,2,2,19,Top 10,Top 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,198.9,198.9,182.1,215.8,Sex,Male,2,CVD,CVD09,AGEADJRATE,SEX,SEXM,48,50,34,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,33.8,33.8,32.4,35.1,Race/Ethnicity,"White, non-Hispanic",4,CVD,CVD07,AGEADJRATE,RACE,WHT,49,50,31,Bottom 10,Bottom 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,56.8,56.8,52.7,61.0,Overall,Overall,10,CVD,CVD07,AGEADJRATE,OVERALL,OVR,9,15,2,Top 10,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,88.3,88.3,78.2,98.3,Race/Ethnicity,Hispanic,9,CVD,CVD09,AGEADJRATE,RACE,HIS,2,2,19,Top 10,Top 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,117.9,117.9,116.4,119.5,Sex,Male,6,CVD,CVD08,AGEADJRATE,SEX,SEXM,37,38,32,Middle,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,119.8,119.8,111.5,128.2,Race/Ethnicity,Hispanic,8,CVD,CVD09,AGEADJRATE,RACE,HIS,17,17,27,Middle,Top 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,381.4,381.4,241.7,572.2,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",2,CVD,CVD09,AGEADJRATE,RACE,HAPI,48,50,34,Bottom 10,Bottom 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,57.7,57.7,51.2,64.2,Sex,Male,10,CVD,CVD07,AGEADJRATE,SEX,SEXM,9,15,2,Top 10,Top 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,40.6,40.6,34.3,47.0,Race/Ethnicity,"White, non-Hispanic",2,CVD,CVD07,AGEADJRATE,RACE,WHT,48,50,34,Bottom 10,Bottom 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,42.9,42.9,40.5,45.3,Sex,Female,9,CVD,CVD08,AGEADJRATE,SEX,SEXF,2,2,19,Top 10,Top 25
