YearEnd,LocationAbbr,State,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,Overall Public School Rank 2021,Higher Ed Quality 2021,School Safety Rank 2021,Ranking Level,Higher Ed Ranking Level
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,104.6,104.6,101.8,107.4,Overall,Overall,1,CVD,CVD08,CRDRATE,OVERALL,OVR,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,63.0,63.0,59.8,66.1,Sex,Male,1,CVD,CVD07,CRDRATE,SEX,SEXM,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,307.0,307.0,295.5,318.6,Age,Age >=65,1,CVD,CVD07,CRDRATE,AGE,AGE65P,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,1261.3,1261.3,1238.0,1284.7,Age,Age >=65,1,CVD,CVD09,CRDRATE,AGE,AGE65P,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,31.5,31.5,24.8,39.4,Race/Ethnicity,Hispanic,1,CVD,CVD09,CRDRATE,RACE,HIS,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,96.2,96.2,90.9,101.6,Age,Age 45-64,1,CVD,CVD08,CRDRATE,AGE,AGE4564,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,50.0,50.0,35.4,68.6,Race/Ethnicity,"Asian, non-Hispanic",1,CVD,CVD09,CRDRATE,RACE,ASN,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,342.6,342.6,335.3,349.9,Sex,Male,1,CVD,CVD09,CRDRATE,SEX,SEXM,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,26.3,26.3,16.1,40.6,Race/Ethnicity,"Asian, non-Hispanic",1,CVD,CVD07,CRDRATE,RACE,ASN,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,86.5,86.5,81.5,91.5,Race/Ethnicity,"Black, non-Hispanic",1,CVD,CVD08,CRDRATE,RACE,BLK,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,435.1,435.1,421.4,448.8,Age,Age >=65,1,CVD,CVD08,CRDRATE,AGE,AGE65P,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,10.8,10.8,7.0,15.8,Race/Ethnicity,Hispanic,1,CVD,CVD07,CRDRATE,RACE,HIS,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,301.1,301.1,296.3,305.8,Overall,Overall,1,CVD,CVD09,CRDRATE,OVERALL,OVR,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,123.8,123.8,120.0,127.6,Race/Ethnicity,"White, non-Hispanic",1,CVD,CVD08,CRDRATE,RACE,WHT,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,41.9,41.9,38.4,45.5,Age,Age 45-64,1,CVD,CVD07,CRDRATE,AGE,AGE4564,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,133.2,133.2,128.6,137.8,Sex,Male,1,CVD,CVD08,CRDRATE,SEX,SEXM,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,346.7,346.7,340.3,353.1,Race/Ethnicity,"White, non-Hispanic",1,CVD,CVD09,CRDRATE,RACE,WHT,44,46,17,Bottom 10,Bottom 25
2021,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,66.8,66.8,62.4,71.1,Race/Ethnicity,"Black, non-Hispanic",1,CVD,CVD07,CRDRATE,RACE,BLK,44,46,17,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,146.0,146.0,144.3,147.6,Sex,Female,6,CVD,CVD09,CRDRATE,SEX,SEXF,37,38,32,Middle,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,30.4,30.4,23.2,39.1,Race/Ethnicity,"Asian, non-Hispanic",8,CVD,CVD07,CRDRATE,RACE,ASN,17,17,27,Middle,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,2.4,2.4,1.8,3.2,Age,Age 0-44,9,CVD,CVD08,CRDRATE,AGE,AGE0_44,2,2,19,Top 10,Top 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,55.3,55.3,35.0,83.0,Race/Ethnicity,"Asian, non-Hispanic",10,CVD,CVD09,CRDRATE,RACE,ASN,9,15,2,Top 10,Top 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,28.7,28.7,22.4,36.1,Race/Ethnicity,Hispanic,5,CVD,CVD09,CRDRATE,RACE,HIS,42,39,51,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,45.8,45.8,44.2,47.3,Overall,Overall,4,CVD,CVD07,CRDRATE,OVERALL,OVR,49,50,31,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,118.5,118.5,116.9,120.0,Sex,Male,6,CVD,CVD08,CRDRATE,SEX,SEXM,37,38,32,Middle,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,50.0,50.0,47.4,52.6,Sex,Female,8,CVD,CVD08,CRDRATE,SEX,SEXF,17,17,27,Middle,Top 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,140.8,140.8,125.7,155.9,Race/Ethnicity,"Black, non-Hispanic",8,CVD,CVD09,CRDRATE,RACE,BLK,17,17,27,Middle,Top 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,1.5,1.5,1.1,1.9,Age,Age 0-44,4,CVD,CVD07,CRDRATE,AGE,AGE0_44,49,50,31,Bottom 10,Bottom 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,75.3,75.3,70.0,80.7,Overall,Overall,10,CVD,CVD07,CRDRATE,OVERALL,OVR,9,15,2,Top 10,Top 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,112.8,112.8,110.1,115.5,Race/Ethnicity,"Asian, non-Hispanic",6,CVD,CVD09,CRDRATE,RACE,ASN,37,38,32,Middle,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,139.0,139.0,136.0,142.1,Overall,Overall,8,CVD,CVD09,CRDRATE,OVERALL,OVR,17,17,27,Middle,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,14.0,14.0,11.2,17.2,Race/Ethnicity,Hispanic,9,CVD,CVD07,CRDRATE,RACE,HIS,2,2,19,Top 10,Top 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,68.0,68.0,63.9,72.1,Sex,Female,5,CVD,CVD07,CRDRATE,SEX,SEXF,42,39,51,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,187.8,187.8,185.8,189.7,Sex,Male,6,CVD,CVD09,CRDRATE,SEX,SEXM,37,38,32,Middle,Bottom 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,66.9,66.9,61.8,72.0,Age,Age 45-64,9,CVD,CVD08,CRDRATE,AGE,AGE4564,2,2,19,Top 10,Top 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,9.9,9.9,6.4,14.7,Race/Ethnicity,Hispanic,5,CVD,CVD07,CRDRATE,RACE,HIS,42,39,51,Bottom 10,Bottom 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,186.7,186.7,182.2,191.1,Overall,Overall,9,CVD,CVD09,CRDRATE,OVERALL,OVR,2,2,19,Top 10,Top 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,28.9,28.9,23.5,34.3,Sex,Male,2,CVD,CVD07,CRDRATE,SEX,SEXM,48,50,34,Bottom 10,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,40.2,40.2,35.7,44.8,Age,Age 45-64,5,CVD,CVD07,CRDRATE,AGE,AGE4564,42,39,51,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,161.2,161.2,159.1,163.3,Race/Ethnicity,"White, non-Hispanic",6,CVD,CVD08,CRDRATE,RACE,WHT,37,38,32,Middle,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,6.2,6.2,5.4,7.0,Age,Age 0-44,8,CVD,CVD09,CRDRATE,AGE,AGE0_44,17,17,27,Middle,Top 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,61.8,61.8,51.8,71.8,Race/Ethnicity,"Black, non-Hispanic",8,CVD,CVD08,CRDRATE,RACE,BLK,17,17,27,Middle,Top 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,29.2,29.2,23.0,36.5,Age,Age 45-64,10,CVD,CVD07,CRDRATE,AGE,AGE4564,9,15,2,Top 10,Top 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,15.3,15.3,9.9,22.6,Race/Ethnicity,"Multiracial, non-Hispanic",4,CVD,CVD07,CRDRATE,RACE,MRC,49,50,31,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,97.6,97.6,96.6,98.6,Overall,Overall,6,CVD,CVD08,CRDRATE,OVERALL,OVR,37,38,32,Middle,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,2.9,2.9,2.4,3.4,Age,Age 0-44,4,CVD,CVD08,CRDRATE,AGE,AGE0_44,49,50,31,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,219.1,219.1,195.2,243.0,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",6,CVD,CVD09,CRDRATE,RACE,HAPI,37,38,32,Middle,Bottom 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,66.7,66.7,59.4,73.9,Sex,Male,10,CVD,CVD07,CRDRATE,SEX,SEXM,9,15,2,Top 10,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,6.2,6.2,5.1,7.3,Age,Age 0-44,9,CVD,CVD09,CRDRATE,AGE,AGE0_44,2,2,19,Top 10,Top 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,143.9,143.9,138.9,148.9,Race/Ethnicity,"Black, non-Hispanic",6,CVD,CVD08,CRDRATE,RACE,BLK,37,38,32,Middle,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,37.3,37.3,33.9,40.6,Race/Ethnicity,Hispanic,8,CVD,CVD08,CRDRATE,RACE,HIS,17,17,27,Middle,Top 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,29.0,29.0,23.0,36.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",4,CVD,CVD07,CRDRATE,RACE,AIAN,49,50,31,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,79.1,79.1,77.7,80.5,Race/Ethnicity,Hispanic,6,CVD,CVD09,CRDRATE,RACE,HIS,37,38,32,Middle,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,246.1,246.1,238.2,254.0,Sex,Female,5,CVD,CVD09,CRDRATE,SEX,SEXF,42,39,51,Bottom 10,Bottom 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,104.5,104.5,93.7,115.2,Sex,Female,2,CVD,CVD09,CRDRATE,SEX,SEXF,48,50,34,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,62.7,62.7,60.2,65.2,Race/Ethnicity,"White, non-Hispanic",4,CVD,CVD07,CRDRATE,RACE,WHT,49,50,31,Bottom 10,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,130.0,130.0,124.3,135.7,Sex,Female,5,CVD,CVD08,CRDRATE,SEX,SEXF,42,39,51,Bottom 10,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,2.4,2.4,2.2,2.6,Age,Age 0-44,6,CVD,CVD08,CRDRATE,AGE,AGE0_44,37,38,32,Middle,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,54.3,54.3,43.0,67.5,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",6,CVD,CVD07,CRDRATE,RACE,HAPI,37,38,32,Middle,Bottom 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,166.9,166.9,165.6,168.1,Overall,Overall,6,CVD,CVD09,CRDRATE,OVERALL,OVR,37,38,32,Middle,Bottom 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,162.1,162.1,145.4,178.8,Race/Ethnicity,"Black, non-Hispanic",10,CVD,CVD09,CRDRATE,RACE,BLK,9,15,2,Top 10,Top 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,203.1,203.1,193.7,212.6,Age,Age >=65,8,CVD,CVD07,CRDRATE,AGE,AGE65P,17,17,27,Middle,Top 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,495.9,495.9,465.2,526.7,Age,Age >=65,10,CVD,CVD08,CRDRATE,AGE,AGE65P,9,15,2,Top 10,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,19.7,19.7,13.7,27.4,Race/Ethnicity,"Asian, non-Hispanic",9,CVD,CVD07,CRDRATE,RACE,ASN,2,2,19,Top 10,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,40.0,40.0,38.0,42.1,Overall,Overall,9,CVD,CVD07,CRDRATE,OVERALL,OVR,2,2,19,Top 10,Top 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,56.2,56.2,45.7,66.6,Race/Ethnicity,"Asian, non-Hispanic",8,CVD,CVD09,CRDRATE,RACE,ASN,17,17,27,Middle,Top 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,51.3,51.3,47.2,55.5,Race/Ethnicity,"Multiracial, non-Hispanic",6,CVD,CVD09,CRDRATE,RACE,MRC,37,38,32,Middle,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,18.7,18.7,13.7,24.9,Race/Ethnicity,Hispanic,5,CVD,CVD08,CRDRATE,RACE,HIS,42,39,51,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,48.3,48.3,39.8,56.8,Race/Ethnicity,"Asian, non-Hispanic",4,CVD,CVD08,CRDRATE,RACE,ASN,49,50,31,Bottom 10,Bottom 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,249.4,249.4,235.1,263.8,Race/Ethnicity,"Black, non-Hispanic",5,CVD,CVD09,CRDRATE,RACE,BLK,42,39,51,Bottom 10,Bottom 25
2021,CO,Colorado,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,78.0,78.0,52.2,112.0,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",8,CVD,CVD08,CRDRATE,RACE,AIAN,17,17,27,Middle,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,34.5,34.5,28.6,40.3,Race/Ethnicity,"Black, non-Hispanic",9,CVD,CVD07,CRDRATE,RACE,BLK,2,2,19,Top 10,Top 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,43.1,43.1,31.7,57.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2,CVD,CVD07,CRDRATE,RACE,AIAN,48,50,34,Bottom 10,Bottom 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,104.1,104.1,97.7,110.5,Age,Age 45-64,9,CVD,CVD09,CRDRATE,AGE,AGE4564,2,2,19,Top 10,Top 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,111.0,111.0,108.9,113.1,Age,Age 45-64,6,CVD,CVD09,CRDRATE,AGE,AGE4564,37,38,32,Middle,Bottom 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,40.7,40.7,34.0,47.5,Sex,Female,2,CVD,CVD07,CRDRATE,SEX,SEXF,48,50,34,Bottom 10,Bottom 25
2021,DE,Delaware,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,4.1,4.1,2.5,6.2,Age,Age 0-44,10,CVD,CVD08,CRDRATE,AGE,AGE0_44,9,15,2,Top 10,Top 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,12.5,12.5,10.3,14.8,Age,Age 45-64,9,CVD,CVD07,CRDRATE,AGE,AGE4564,2,2,19,Top 10,Top 25
2021,AR,Arkansas,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,282.9,282.9,268.6,297.2,Age,Age >=65,5,CVD,CVD07,CRDRATE,AGE,AGE65P,42,39,51,Bottom 10,Bottom 25
2021,AZ,Arizona,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,64.3,64.3,52.0,76.6,Race/Ethnicity,"Multiracial, non-Hispanic",4,CVD,CVD09,CRDRATE,RACE,MRC,49,50,31,Bottom 10,Bottom 25
2021,AK,Alaska,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,81.8,81.8,68.4,95.3,Age,Age 45-64,2,CVD,CVD08,CRDRATE,AGE,AGE4564,48,50,34,Bottom 10,Bottom 25
2021,CT,Connecticut,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,860.4,860.4,837.8,883.0,Age,Age >=65,9,CVD,CVD09,CRDRATE,AGE,AGE65P,2,2,19,Top 10,Top 25
2021,CA,California,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,247.3,247.3,240.8,253.9,Race/Ethnicity,"Black, non-Hispanic",6,CVD,CVD09,CRDRATE,RACE,BLK,37,38,32,Middle,Bottom 25
