YearEnd,LocationAbbr,State,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,Overall Public School Rank 2022,Higher Ed Quality 2022,School Safety Rank 2022,Ranking Level
2022,NV,Nevada,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Crude Mean,6.7,6.7,5.7,7.6,Age,Age >=65,32,HEA,HEA02,CRDMEAN,AGE,AGE65P,45,44,40,Bottom 10
2022,NM,New Mexico,BRFSS,Asthma,Current asthma among adults,%,Crude Prevalence,13.0,13.0,11.3,15.1,Sex,Female,35,AST,AST02,CRDPREV,SEX,SEXF,51,51,49,Bottom 10
2022,NM,New Mexico,BRFSS,Health Status,Frequent physical distress among adults,%,Crude Prevalence,20.0,20.0,17.5,22.8,Age,Age >=65,35,HEA,HEA03,CRDPREV,AGE,AGE65P,51,51,49,Bottom 10
2022,NM,New Mexico,BRFSS,Mental Health,Frequent mental distress among adults,%,Age-adjusted Prevalence,15.9,15.9,13.7,18.4,Race/Ethnicity,Hispanic,35,MEN,MEN05,AGEADJPREV,RACE,HIS,51,51,49,Bottom 10
2022,NM,New Mexico,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Crude Prevalence,66.1,66.1,63.3,68.7,Sex,Female,35,ORH,ORH06,CRDPREV,SEX,SEXF,51,51,49,Bottom 10
2022,OK,Oklahoma,BRFSS,Cancer,Colorectal cancer screening among adults aged 45-75 years,%,Crude Prevalence,54.5,54.5,51.5,57.5,Sex,Male,40,CAN,CAN06,CRDPREV,SEX,SEXM,47,48,20,Bottom 10
2022,OK,Oklahoma,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Crude Mean,5.1,5.1,4.6,5.6,Age,Age 45-64,40,MEN,MEN04,CRDMEAN,AGE,AGE4564,47,48,20,Bottom 10
2022,OK,Oklahoma,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,%,Crude Prevalence,57.7,57.7,55.2,60.2,Sex,Female,40,ORH,ORH01,CRDPREV,SEX,SEXF,47,48,20,Bottom 10
2022,OK,Oklahoma,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Crude Prevalence,60.5,60.5,58.5,62.6,Sex,Female,40,ORH,ORH06,CRDPREV,SEX,SEXF,47,48,20,Bottom 10
2022,OK,Oklahoma,BRFSS,Tobacco,Current cigarette smoking among adults,%,Age-adjusted Prevalence,17.0,17.0,15.2,19.0,Sex,Male,40,TOB,TOB04,AGEADJPREV,SEX,SEXM,47,48,20,Bottom 10
2022,SC,South Carolina,BRFSS,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,14.8,14.8,13.6,16.1,Race/Ethnicity,"White, non-Hispanic",45,MEN,MEN05,CRDPREV,RACE,WHT,43,42,41,Bottom 10
2022,SC,South Carolina,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,%,Age-adjusted Prevalence,58.5,58.5,52.4,64.4,Race/Ethnicity,Hispanic,45,ORH,ORH01,AGEADJPREV,RACE,HIS,43,42,41,Bottom 10
2022,SC,South Carolina,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,%,Crude Prevalence,37.0,37.0,34.0,40.0,Sex,Male,45,ORH,ORH02,CRDPREV,SEX,SEXM,43,42,41,Bottom 10
2022,SC,South Carolina,BRFSS,Tobacco,Current cigarette smoking among adults,%,Crude Prevalence,13.6,13.6,12.2,15.1,Sex,Female,45,TOB,TOB04,CRDPREV,SEX,SEXF,43,42,41,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,23.0,23.0,19.8,26.5,Race/Ethnicity,"Black, non-Hispanic",1,CHC,CHC04,AGEADJPREV,RACE,BLK,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,27.0,27.0,24.5,29.8,Sex,Female,1,CHC,CHC04,AGEADJPREV,SEX,SEXF,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,22.7,22.7,19.6,26.1,Race/Ethnicity,"Black, non-Hispanic",1,CHC,CHC04,CRDPREV,RACE,BLK,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,23.9,23.9,19.9,28.3,Sex,Female,1,CHC,CHC03,CRDPREV,SEX,SEXF,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,26.1,26.1,15.2,41.1,Race/Ethnicity,Hispanic,1,CHC,CHC04,AGEADJPREV,RACE,HIS,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Age-adjusted Prevalence,22.9,22.9,19.2,27.1,Overall,Overall,1,CHC,CHC03,AGEADJPREV,OVERALL,OVR,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,20.2,20.2,17.4,23.4,Age,Age 18-44,1,CHC,CHC04,CRDPREV,AGE,AGE1844,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Age-adjusted Prevalence,17.6,17.6,12.8,23.7,Race/Ethnicity,"Black, non-Hispanic",1,CHC,CHC03,AGEADJPREV,RACE,BLK,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Age-adjusted Prevalence,24.7,24.7,18.6,31.9,Sex,Male,1,CHC,CHC03,AGEADJPREV,SEX,SEXM,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,25.8,25.8,21.7,30.4,Race/Ethnicity,"White, non-Hispanic",1,CHC,CHC03,CRDPREV,RACE,WHT,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,23.8,23.8,20.6,27.4,Overall,Overall,1,CHC,CHC03,CRDPREV,OVERALL,OVR,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,26.0,26.0,15.5,40.2,Race/Ethnicity,"Multiracial, non-Hispanic",1,CHC,CHC04,CRDPREV,RACE,MRC,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,27.2,27.2,21.6,33.6,Age,Age >=65,1,CHC,CHC03,CRDPREV,AGE,AGE65P,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,19.6,19.6,17.4,21.9,Age,Age >=65,1,CHC,CHC04,CRDPREV,AGE,AGE65P,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,27.1,27.1,24.8,29.6,Sex,Female,1,CHC,CHC04,CRDPREV,SEX,SEXF,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,23.5,23.5,21.8,25.3,Overall,Overall,1,CHC,CHC04,CRDPREV,OVERALL,OVR,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,23.4,23.4,21.1,25.8,Race/Ethnicity,"White, non-Hispanic",1,CHC,CHC04,AGEADJPREV,RACE,WHT,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,19.4,19.4,17.0,21.9,Sex,Male,1,CHC,CHC04,CRDPREV,SEX,SEXM,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,30.8,30.8,27.8,34.0,Age,Age 45-64,1,CHC,CHC04,CRDPREV,AGE,AGE4564,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,17.8,17.8,13.0,23.9,Race/Ethnicity,"Black, non-Hispanic",1,CHC,CHC03,CRDPREV,RACE,BLK,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,23.8,23.8,18.4,30.1,Sex,Male,1,CHC,CHC03,CRDPREV,SEX,SEXM,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,25.5,25.5,20.7,30.9,Age,Age 45-64,1,CHC,CHC03,CRDPREV,AGE,AGE4564,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Age-adjusted Prevalence,26.0,26.0,20.7,32.0,Race/Ethnicity,"White, non-Hispanic",1,CHC,CHC03,AGEADJPREV,RACE,WHT,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,25.2,25.2,15.7,38.0,Race/Ethnicity,"Multiracial, non-Hispanic",1,CHC,CHC04,AGEADJPREV,RACE,MRC,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,24.0,24.0,21.9,26.2,Race/Ethnicity,"White, non-Hispanic",1,CHC,CHC04,CRDPREV,RACE,WHT,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,23.4,23.4,21.6,25.3,Overall,Overall,1,CHC,CHC04,AGEADJPREV,OVERALL,OVR,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,26.0,26.0,13.7,43.8,Race/Ethnicity,Hispanic,1,CHC,CHC04,CRDPREV,RACE,HIS,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Age-adjusted Prevalence,22.8,22.8,18.2,28.1,Sex,Female,1,CHC,CHC03,AGEADJPREV,SEX,SEXF,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,19.9,19.9,14.3,26.9,Age,Age 18-44,1,CHC,CHC03,CRDPREV,AGE,AGE1844,44,46,17,Bottom 10
2022,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,19.3,19.3,16.8,22.0,Sex,Male,1,CHC,CHC04,AGEADJPREV,SEX,SEXM,44,46,17,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline,%,Age-adjusted Prevalence,49.7,49.7,39.9,59.5,Race/Ethnicity,"White, non-Hispanic",4,CHC,CHC02,AGEADJPREV,RACE,WHT,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,25.0,25.0,22.3,28.0,Sex,Female,2,CHC,CHC04,AGEADJPREV,SEX,SEXF,48,50,34,Bottom 10
2022,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,21.5,21.5,19.6,23.6,Race/Ethnicity,"White, non-Hispanic",2,CHC,CHC04,CRDPREV,RACE,WHT,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,24.6,24.6,21.4,28.0,Sex,Female,4,CHC,CHC04,AGEADJPREV,SEX,SEXF,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,22.1,22.1,20.3,24.0,Overall,Overall,2,CHC,CHC04,AGEADJPREV,OVERALL,OVR,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,21.2,21.2,19.1,23.4,Overall,Overall,4,CHC,CHC04,AGEADJPREV,OVERALL,OVR,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,27.8,27.8,25.2,30.7,Sex,Female,5,CHC,CHC04,CRDPREV,SEX,SEXF,42,39,51,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Subjective cognitive decline among adults aged 45 years and older,%,Crude Prevalence,16.6,16.6,14.4,19.2,Race/Ethnicity,"White, non-Hispanic",4,CHC,CHC01,CRDPREV,RACE,WHT,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,30.6,30.6,23.7,38.4,Age,Age >=65,4,CHC,CHC03,CRDPREV,AGE,AGE65P,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline,%,Crude Prevalence,30.5,30.5,23.6,38.4,Age,Age >=65,4,CHC,CHC02,CRDPREV,AGE,AGE65P,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,25.0,25.0,23.0,27.2,Overall,Overall,5,CHC,CHC04,AGEADJPREV,OVERALL,OVR,42,39,51,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Subjective cognitive decline among adults aged 45 years and older,%,Age-adjusted Prevalence,11.3,11.3,7.6,16.3,Race/Ethnicity,Hispanic,4,CHC,CHC01,AGEADJPREV,RACE,HIS,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,21.2,21.2,15.7,28.1,Age,Age >=65,2,CHC,CHC03,CRDPREV,AGE,AGE65P,48,50,34,Bottom 10
2022,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,26.9,26.9,16.9,40.0,Race/Ethnicity,"Black, non-Hispanic",2,CHC,CHC04,CRDPREV,RACE,BLK,48,50,34,Bottom 10
2022,AR,Arkansas,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,29.4,29.4,26.4,32.5,Age,Age 45-64,5,CHC,CHC04,CRDPREV,AGE,AGE4564,42,39,51,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,27.1,27.1,22.1,32.9,Race/Ethnicity,"White, non-Hispanic",4,CHC,CHC03,CRDPREV,RACE,WHT,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Subjective cognitive decline among adults aged 45 years and older,%,Crude Prevalence,15.0,15.0,13.2,17.0,Overall,Overall,4,CHC,CHC01,CRDPREV,OVERALL,OVR,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,19.3,19.3,12.6,28.3,Age,Age 18-44,4,CHC,CHC03,CRDPREV,AGE,AGE1844,49,50,31,Bottom 10
2022,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,21.7,21.7,17.6,26.5,Sex,Female,2,CHC,CHC03,CRDPREV,SEX,SEXF,48,50,34,Bottom 10
2022,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Age-adjusted Prevalence,20.3,20.3,17.1,24.0,Overall,Overall,2,CHC,CHC03,AGEADJPREV,OVERALL,OVR,48,50,34,Bottom 10
2022,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,18.9,18.9,12.3,27.8,Race/Ethnicity,Hispanic,2,CHC,CHC04,AGEADJPREV,RACE,HIS,48,50,34,Bottom 10
2022,AR,Arkansas,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,30.8,30.8,25.1,37.2,Sex,Female,5,CHC,CHC03,CRDPREV,SEX,SEXF,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Age-adjusted Prevalence,15.5,15.5,8.7,26.1,Race/Ethnicity,"Multiracial, non-Hispanic",2,CHC,CHC03,AGEADJPREV,RACE,MRC,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Age-adjusted Prevalence,17.5,17.5,12.1,24.7,Sex,Male,4,CHC,CHC03,AGEADJPREV,SEX,SEXM,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Subjective cognitive decline among adults aged 45 years and older,%,Crude Prevalence,12.0,12.0,8.1,17.3,Race/Ethnicity,Hispanic,4,CHC,CHC01,CRDPREV,RACE,HIS,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,16.9,16.9,13.4,21.1,Race/Ethnicity,Hispanic,4,CHC,CHC04,CRDPREV,RACE,HIS,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,17.7,17.7,14.2,21.8,Race/Ethnicity,Hispanic,4,CHC,CHC04,AGEADJPREV,RACE,HIS,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline,%,Age-adjusted Prevalence,47.4,47.4,37.1,58.0,Sex,Female,4,CHC,CHC02,AGEADJPREV,SEX,SEXF,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,22.0,22.0,19.5,24.8,Sex,Male,5,CHC,CHC04,CRDPREV,SEX,SEXM,42,39,51,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline,%,Crude Prevalence,45.8,45.8,35.3,56.7,Age,Age 45-64,4,CHC,CHC02,CRDPREV,AGE,AGE4564,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,25.9,25.9,18.1,35.7,Age,Age 18-44,5,CHC,CHC03,CRDPREV,AGE,AGE1844,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,25.2,25.2,22.6,28.0,Sex,Female,2,CHC,CHC04,CRDPREV,SEX,SEXF,48,50,34,Bottom 10
2022,AR,Arkansas,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,25.1,25.1,23.2,27.1,Overall,Overall,5,CHC,CHC04,CRDPREV,OVERALL,OVR,42,39,51,Bottom 10
2022,AK,Alaska,BRFSS,Disability,Adults with any disability,%,Age-adjusted Prevalence,28.7,28.7,26.6,30.9,Sex,Male,2,DIS,DIS01,AGEADJPREV,SEX,SEXM,48,50,34,Bottom 10
2022,AK,Alaska,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,26.4,26.4,19.7,34.4,Race/Ethnicity,"Multiracial, non-Hispanic",2,CHC,CHC04,AGEADJPREV,RACE,MRC,48,50,34,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,32.0,32.0,20.4,46.2,Race/Ethnicity,"Black, non-Hispanic",4,CHC,CHC04,AGEADJPREV,RACE,BLK,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Age-adjusted Prevalence,20.3,20.3,12.7,30.9,Race/Ethnicity,Hispanic,4,CHC,CHC03,AGEADJPREV,RACE,HIS,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,18.2,18.2,15.7,21.0,Sex,Male,4,CHC,CHC04,CRDPREV,SEX,SEXM,49,50,31,Bottom 10
2022,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,24.6,24.6,21.7,27.8,Sex,Female,4,CHC,CHC04,CRDPREV,SEX,SEXF,49,50,31,Bottom 10
2022,AR,Arkansas,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,30.7,30.7,23.7,38.7,Race/Ethnicity,"Black, non-Hispanic",5,CHC,CHC04,AGEADJPREV,RACE,BLK,42,39,51,Bottom 10
